date,569_cineplex,569_cinema,23_theatre,23_dance,47_honda,47_ford,815_honda,815_ford,170_driving,170_license,249_desjardins,249_blue cross,71_pizza pizza,71_pizza,276_restaurant,276_restaurants,634_clinic,634_dr,250_hopital,250_hospital,168_fire,168_emergency,437_anxiety,437_depression,11_home depot,11_ikea,29_mls,29_real estate,96_real real,96_remax,18_kijiji,18_walmart,67_air canada,67_hotel,179_hotels,179_hotel,5_google,5_apple,68_boots,68_shoes,78_xbox,78_videotron,696_or,696_bijoux,329_acces d,329_cra,95_staples,95_desk,423_bankruptcy,423_hollywoodpq,279_credit,279_mortgage,1160_pret,1160_business,813_student,813_tuition,466_calculator,466_mortgage,468_lease,468_calculator,46_plant,46_farm,750_forestry,750_forest,747_fish,747_salmon,121_circulaire,121_iga,123_smoke,123_cigarettes,697_boots,697_shoes,1176_printing,1176_vistaprint,1268_gas,1268_gas prices,288_bottle depot,288_plastic,248_side effects,248_pharmacy,30_hp,30_kingston,287_valve,287_generator,612_oscar,612_car wash,13_mail,13_google,31_java,31_windows,7_td,7_rbc,38_desjardins,38_insurance,969_lawyer,969_law,477_architecture,477_architects,25_circulaire,25_marketing,380_vet,380_animal hospital,1010_vacations,1010_voyage,726_acces d,726_acces,76_passport,76_canada,74_college,74_school,256_clinic,256_dr,508_assurance emploi,508_chomage,20_nhl,20_hockey,1199_abstract,1199_ordre,144_laser,144_hair removal,748_tractor,748_deere,48_construction,48_doors,255_clinique,255_clinique médicale,50_tracking,50_canada,664_logistics,664_distribution,60_jobs,60_job,802_jobs,802_developer,621_canning,621_kraft,1140_boat,1140_kayak,841_superstore,841_walmart,289_trailers,289_trucks,665_ship,665_traversier,662_air france,662_air,354_customs,354_canada,666_railway,666_rail,1150_tracking,1150_canada,277_beer,277_lcbo,650_doors,650_portail,651_pont,651_bridge,652_contracting,652_contractors,158_home depot,158_paint,1143_netflix,1143_dvd,70_gift,70_birthday,271_appliances,271_vacuum,270_ikea,270_furniture,794_gps,794_garmin,233_gas,233_hydro,473_auto,473_cars,1339_carpool,1339_ride,932_fifa,932_madden,882_pet,882_dog,94_fitness,94_yoga,293_bridal,293_wedding,205_car rental,205_taxi,208_niagara falls,208_toronto,1081_cottage,1081_rentals,73_walmart,73_store,1188_gps,1188_garmin,185_louis vuitton,185_fashion,610_ford,610_truck,206_cruise,206_cruises,1003_luggage,1003_backpack,918_pizza pizza,918_pizza,355_livres,355_librairie,145_massage,145_spa,894_macbeth,894_theatre,960_emploi,960_quebec emploi,961_resume,961_cover letter,378_for rent,378_rent,465_home insurance,465_insurance,1164_survival,1164_economist,784_finance,784_dow,1209_bbc,1209_news,396_election,396_election results,408_toronto,408_news,832_carpet,832_flooring,952_piscine,952_pool,1139_td,1139_monnex,107_tsx,107_stock,903_rrsp,903_ttc,343_access,343_sql,77_paypal,77_sql,278_tva,278_tax,1300_omnivox,1300_cegep,730_git,730_github,341_salesforce,341_crm,334_expo,334_exhibition,314_security,314_avg,718_accenture,718_outsourcing,728_server,728_servers,1162_cra,1162_cra login,53_godaddy,53_domain,342_dashboard,342_erp,1159_project,1159_management,1214_trailers,1214_trucks,670_potash,670_homemade,12_acces d,12_canada post,566_fabric,566_fabric fabric,672_epoxy,672_glue,673_couleurs,673_couleur,49_covid,49_manufacturing
2007-06-01,37,67,58,80,81,50,85,57,69,30,46,89,24,24,43,23,20,19,68,78,67,8,39,54,22,30,85,72,68,87,11,19,68,86,71,78,23,33,6,44,38,45,0,40,28,5,62,14,20,0,53,49,31,17,65,23,79,55,68,67,17,41,31,60,64,49,4,10,26,45,5,44,71,3,7,6,11,56,35,11,79,57,71,47,4,12,33,28,49,20,35,37,68,55,36,75,41,50,5,53,21,28,23,25,28,29,57,75,58,67,21,22,22,11,11,14,23,59,78,68,57,53,61,58,20,22,4,30,49,60,48,71,47,23,8,48,55,42,27,25,81,50,24,34,16,36,64,71,44,71,4,24,37,19,57,1,13,58,57,47,24,31,1,52,13,64,93,24,25,79,65,51,55,20,99,80,6,37,5,19,43,36,55,33,65,62,90,21,46,68,54,53,18,38,65,51,20,53,46,67,54,70,29,8,28,28,36,50,45,65,46,53,77,55,61,60,38,46,24,36,5,56,19,1,41,41,0,0,63,72,63,52,25,35,70,70,10,4,20,77,50,81,70,78,13,29,13,47,6,0,6,24,44,18,43,60,38,33,48,37,5,0,20,46,4,37,43,54,80,51,31,40,28,23,31,31,19,8,55,23,0,47
2007-07-01,55,100,64,67,81,53,87,60,75,27,40,79,24,24,42,22,23,18,57,74,63,7,45,46,22,38,87,74,72,85,13,20,78,100,81,87,24,28,7,42,44,51,1,31,30,5,71,14,20,0,53,49,22,13,87,19,86,55,83,70,14,38,30,47,46,49,3,10,23,39,6,42,64,3,7,5,13,54,35,9,83,61,72,39,4,9,36,28,50,20,37,38,74,57,39,72,36,49,3,56,20,28,32,30,30,31,54,73,57,41,27,21,27,12,8,13,22,37,74,68,48,44,63,62,20,28,5,32,72,37,47,67,28,9,22,51,70,55,29,22,78,50,20,50,16,35,74,80,42,66,4,25,38,19,61,1,8,48,57,45,24,42,1,58,11,56,89,27,29,90,66,54,49,18,99,79,8,58,13,29,48,40,58,33,67,72,99,22,59,80,60,65,20,43,66,54,26,50,46,68,61,83,37,8,27,27,42,54,53,70,8,55,69,52,60,54,41,50,23,41,8,40,22,2,43,44,0,0,67,68,72,53,19,30,79,76,10,5,22,77,44,85,69,83,11,30,7,37,6,0,6,18,32,31,45,60,57,41,52,45,5,0,17,49,3,49,40,53,77,53,26,45,30,24,37,37,22,8,39,31,0,45
2007-08-01,45,84,63,81,80,53,86,58,71,30,38,83,25,25,41,23,20,17,60,72,55,6,41,45,20,40,94,74,61,85,14,21,80,95,79,84,28,33,10,51,48,53,1,39,32,4,87,16,19,0,55,46,27,11,96,25,79,51,74,55,12,32,30,45,34,64,4,9,26,37,9,53,64,3,5,4,13,52,31,9,94,71,60,39,4,7,36,31,46,19,36,37,75,55,41,71,39,48,4,53,23,23,31,29,32,33,62,77,66,61,23,20,28,10,5,17,38,57,67,52,45,49,59,54,21,25,5,31,68,48,45,64,37,24,45,50,58,42,30,21,81,63,19,43,16,33,70,75,37,48,4,25,34,19,54,1,17,67,53,53,22,40,1,60,11,55,100,27,32,93,64,55,50,18,97,81,7,47,3,75,45,41,55,40,67,68,89,23,53,77,42,55,20,41,64,55,21,63,54,75,59,79,33,13,26,26,44,68,55,65,4,44,85,64,56,52,40,49,27,47,8,58,25,2,41,42,0,0,59,70,74,59,14,22,76,60,11,5,18,81,49,80,67,79,16,24,35,94,4,0,7,26,35,39,48,64,58,31,47,52,4,0,22,53,7,57,38,50,80,63,20,36,32,24,37,36,18,8,39,26,0,41
2007-09-01,29,63,69,80,78,50,88,55,64,22,49,78,25,25,40,23,20,20,67,78,68,8,47,50,20,32,78,64,57,88,15,20,74,82,67,74,27,42,11,54,53,49,0,34,30,4,82,16,14,0,52,39,35,13,81,38,66,43,70,56,12,35,29,46,38,67,4,11,21,42,11,55,70,4,5,3,12,50,36,10,98,62,60,43,4,8,36,33,53,18,33,37,76,51,38,75,43,49,5,54,21,24,35,33,30,31,52,71,70,85,24,22,24,14,11,32,31,55,61,45,51,59,64,61,21,25,4,29,61,59,46,60,13,21,64,64,39,29,27,21,72,52,16,17,16,32,62,70,43,56,4,23,27,18,61,2,17,43,56,51,22,34,0,55,10,61,94,32,25,90,58,53,49,17,89,81,7,61,4,30,44,36,64,40,64,57,61,19,37,46,19,40,19,41,58,52,29,67,48,77,61,68,39,9,27,27,42,65,46,60,19,44,74,60,65,68,35,41,15,31,12,74,20,1,39,42,1,0,64,64,70,54,9,15,77,58,10,4,19,87,47,73,76,72,22,23,27,80,7,0,8,19,53,26,50,66,84,41,43,35,4,0,26,47,7,59,44,59,71,54,16,47,30,23,34,35,25,9,90,35,0,44
2007-10-01,27,60,69,63,70,49,75,53,61,24,44,76,24,24,39,21,21,21,63,75,70,7,46,69,18,27,66,59,47,83,15,21,72,77,62,69,26,37,16,50,52,52,1,35,30,4,73,14,18,1,50,39,29,14,50,31,65,42,62,58,12,46,35,55,46,52,4,10,22,48,16,52,64,2,4,3,7,54,36,10,89,55,78,41,4,7,40,34,57,18,32,39,68,49,38,74,56,55,5,62,21,25,42,38,30,31,58,79,63,70,25,23,19,10,21,40,21,58,73,52,56,46,67,58,23,28,5,31,69,56,42,57,19,14,16,73,29,23,27,20,61,70,20,20,19,34,85,95,38,53,5,23,28,17,57,3,15,48,49,42,20,29,0,59,12,56,81,29,20,88,58,53,47,18,86,83,9,44,4,22,41,37,59,38,57,47,58,21,35,31,15,35,19,44,58,54,26,64,53,72,57,69,36,7,25,25,49,54,54,61,30,51,71,55,57,56,29,36,18,31,7,58,23,1,37,40,2,2,64,63,80,55,9,19,76,57,10,5,23,67,47,72,75,71,23,24,31,83,5,0,8,23,29,16,51,64,37,45,45,44,4,0,27,46,7,56,49,56,61,72,19,41,30,23,39,39,18,8,74,35,0,43
2007-11-01,29,58,75,61,63,47,70,52,58,25,38,74,25,25,42,23,22,20,69,71,66,9,49,58,18,30,50,54,50,74,16,33,73,74,58,64,25,38,24,50,54,50,1,41,29,4,81,17,23,1,48,32,24,14,41,23,55,36,66,52,12,29,33,59,51,49,4,10,28,41,24,53,72,2,5,4,7,57,35,10,90,58,69,49,5,7,40,35,52,16,33,37,66,47,35,67,53,60,7,66,23,19,44,41,29,30,56,77,64,68,26,23,22,14,18,35,33,55,48,46,47,50,60,55,22,27,5,37,53,53,40,55,32,27,11,71,21,20,32,31,61,61,21,15,16,31,83,96,44,46,5,25,27,19,54,2,10,49,56,39,20,28,1,61,24,52,80,32,22,90,73,69,52,19,77,72,8,36,2,18,39,35,56,37,49,40,55,22,32,29,12,32,30,54,74,69,30,55,43,76,48,57,37,8,28,28,45,59,52,66,41,56,73,60,55,54,28,33,19,37,8,65,26,2,40,43,0,0,63,65,66,49,7,14,65,62,12,5,21,70,49,75,84,73,23,26,31,83,3,0,6,25,33,14,47,59,44,48,44,35,4,0,19,43,7,47,53,64,60,64,22,47,29,25,36,36,14,5,63,37,0,49
2007-12-01,39,70,71,59,58,44,61,47,46,19,42,69,29,29,44,23,21,18,55,66,56,6,40,55,17,29,39,48,43,55,16,41,78,63,50,58,24,40,27,49,66,52,0,46,34,4,96,12,13,1,42,29,28,14,33,14,43,30,51,51,8,27,25,38,21,36,5,16,25,40,27,51,55,3,4,3,10,48,33,8,100,52,50,35,6,6,36,35,40,13,33,37,69,40,33,59,46,43,9,51,19,27,51,43,34,34,45,61,53,56,23,20,23,13,19,35,30,40,59,43,56,51,42,40,18,25,7,45,46,26,34,45,23,13,5,100,21,18,42,47,53,64,20,15,14,28,51,58,41,54,7,35,32,39,40,3,8,48,38,26,19,23,1,69,43,39,83,32,23,81,100,98,41,15,64,61,4,42,2,25,42,30,61,34,38,34,53,39,33,21,12,31,35,58,100,98,31,51,44,66,47,55,38,9,33,32,40,72,51,81,47,48,53,46,37,38,24,29,10,22,9,59,18,1,42,45,0,0,60,60,54,37,7,12,58,52,9,4,25,73,37,61,83,59,19,27,41,80,7,0,11,21,20,7,44,70,31,32,45,40,4,0,19,44,3,34,38,45,53,68,45,35,33,33,29,29,12,11,55,26,0,38
2008-01-01,41,75,66,72,58,48,64,54,62,24,41,90,26,26,42,23,23,22,72,78,59,8,48,53,18,33,56,63,62,83,21,19,100,90,61,73,25,39,14,40,52,59,1,45,32,6,81,14,21,1,50,45,47,18,63,30,72,50,71,61,10,24,39,46,50,38,5,13,27,41,13,40,66,2,5,3,7,58,37,10,97,63,68,44,24,12,39,33,45,17,35,41,74,51,37,64,50,45,5,60,19,24,79,71,32,33,69,91,76,81,26,24,27,15,19,39,33,53,69,53,55,45,67,50,23,32,5,32,59,47,50,71,37,18,4,73,32,25,29,23,61,68,18,9,17,37,48,54,48,47,5,25,23,16,50,3,13,50,52,46,20,27,1,65,10,59,86,30,25,97,64,69,44,18,81,68,6,23,2,23,42,38,82,48,94,64,62,27,32,30,28,54,17,40,64,69,27,57,60,71,74,86,33,5,28,28,36,50,50,70,35,49,81,64,67,76,37,43,18,35,6,58,26,3,42,43,0,0,64,69,72,57,9,13,78,63,15,6,46,67,44,73,80,71,19,42,31,85,4,0,10,26,49,10,49,70,39,38,49,39,6,0,21,44,2,49,56,56,60,70,54,35,32,25,38,38,14,8,58,33,0,49
2008-02-01,34,62,65,80,65,49,70,53,47,20,42,77,28,28,42,24,23,21,69,78,59,7,51,58,17,29,61,60,68,97,22,17,85,85,62,72,23,35,12,42,43,52,1,35,34,7,72,13,22,1,50,43,54,16,44,28,74,48,75,63,9,26,33,48,35,43,5,12,23,39,11,42,70,3,6,5,5,49,32,9,89,61,64,39,67,9,38,35,47,19,32,38,73,47,36,66,50,46,6,59,20,17,63,62,34,35,53,83,60,83,26,24,25,12,23,37,37,58,64,47,50,50,68,51,26,37,5,29,49,45,45,65,33,16,6,65,34,27,27,21,62,64,22,12,19,37,49,53,45,63,4,24,25,17,50,2,12,50,50,49,18,28,1,55,12,54,75,25,22,83,54,51,45,16,82,72,6,45,2,18,38,34,63,39,74,54,59,29,34,41,33,50,15,36,54,51,23,62,49,74,65,73,41,7,29,29,41,50,49,75,23,46,83,65,63,70,35,41,12,28,12,49,21,1,39,41,1,0,66,66,67,48,10,12,72,46,12,4,72,64,42,65,77,63,19,60,32,85,4,0,10,24,50,13,41,68,54,33,48,44,7,0,28,50,7,44,50,56,62,65,39,48,34,23,37,37,15,11,60,30,0,48
2008-03-01,35,66,60,94,82,52,81,61,66,20,44,70,28,28,37,21,24,20,70,76,60,7,49,56,20,31,79,69,60,89,29,19,89,87,63,74,24,32,11,47,43,53,0,37,33,12,70,12,18,1,50,48,52,14,38,36,76,52,74,66,12,33,32,43,43,36,6,13,22,55,10,48,70,3,8,6,11,48,35,10,84,64,66,33,10,9,39,37,48,16,34,42,72,49,37,73,47,48,5,55,22,24,49,55,33,34,51,81,62,64,28,24,23,12,22,32,44,55,77,61,59,51,68,53,23,29,5,30,49,46,46,65,17,13,6,67,32,32,27,21,78,68,20,18,20,35,55,62,44,54,5,23,31,17,53,3,9,52,52,41,21,35,1,55,9,58,84,29,25,88,61,66,49,17,93,76,6,48,2,13,39,38,61,38,75,53,63,30,34,35,37,53,18,38,61,65,29,63,62,77,61,69,35,7,31,31,35,43,45,67,30,41,82,63,66,67,40,47,15,30,12,63,22,2,39,41,1,1,63,60,70,55,11,15,68,47,12,5,29,65,48,72,79,70,23,74,35,72,5,0,8,25,37,16,44,74,40,30,53,35,12,0,20,45,10,41,49,56,78,71,44,30,33,22,44,44,18,10,49,32,0,43
